-0.274081451	-0.069123493	9.918636226
-0.260853839	-0.013842928	9.912232685
-0.221154643	-0.053970663	9.902690851
-0.321748748	-0.041165971	9.933433705
-0.272737743	-0.126601114	9.924291387
-0.321319132	-0.099050897	9.936677258
-0.219456694	-0.110972378	9.907353525
-0.308415993	0.014203971	9.927331217
-0.208884805	0.005402228	9.89789554
-0.370314868	-0.073586362	9.951649003
-0.315624488	-0.159430512	9.943168785
-0.169212385	-0.075200928	9.89157163
-0.262674436	0.045944976	9.91408194
-0.370728096	-0.016320131	9.951102891
-0.231193749	-0.165811484	9.918876236
-0.364676567	-0.133555513	9.957441718
-0.157421849	-0.016785414	9.886065669
-0.166410016	-0.131912692	9.898647506
-0.273292732	-0.200012904	9.937155336
-0.358287354	0.039419465	9.946993107
-0.31338118	0.071745145	9.932236963
-0.209781691	0.063294654	9.900847114
-0.412449229	-0.10660082	9.973733735
-0.417329806	-0.047823897	9.971644579
-0.356427627	-0.193362904	9.964563159
-0.158879938	0.040357713	9.888308534
-0.114422317	-0.054221842	9.881374752
-0.176968501	-0.187057049	9.910081784
-0.410788898	0.020684643	9.968426312
-0.267070887	0.103325166	9.920792996
-0.113630735	-0.111147737	9.886926124
-0.405597046	-0.167678238	9.978833929
-0.314829465	-0.233176599	9.958444885
-0.218648186	-0.222294843	9.927460526
-0.108912903	0.014073026	9.878944248
-0.366000724	0.09568695	9.954162044
-0.121127131	-0.166961596	9.897492021
-0.460154692	-0.080869507	9.992321397
-0.459169359	-0.012768355	9.988839287
-0.315737052	0.128438221	9.939567478
-0.453762766	-0.141695203	9.995617906
-0.213846271	0.119940307	9.907958149
-0.163218885	0.097135919	9.894017028
-0.269456881	-0.268814381	9.953387887
-0.398078233	-0.225322161	9.9877577
-0.4174508	0.077269919	9.973808646
-0.06622987	-0.023631972	9.873447454
-0.063020148	-0.080663597	9.877325651
-0.112147887	0.073977052	9.882578984
-0.157076239	-0.239881412	9.919365071
-0.355225382	-0.266852901	9.981446275
-0.461336841	0.044335942	9.991373568
-0.447561078	-0.200818183	10.00272064
-0.269477614	0.160814919	9.930126549
-0.06813208	-0.145823652	9.887475243
-0.209119362	-0.277130277	9.94081988
-0.503025014	-0.048142047	10.01139401
-0.501017715	-0.115402239	10.01431326
-0.365525661	0.152532641	9.960924796
-0.099995296	-0.219490433	9.905990227
-0.310043109	-0.302469319	9.975587062
-0.062011607	0.047470439	9.874315245
-0.417049803	0.134230866	9.979070868
-0.495251908	-0.173975571	10.01981326
-0.508520287	0.008758473	10.01358996
-0.170260083	0.156839152	9.904508899
-0.405282973	-0.282800264	10.00411998
-0.320614962	0.186637496	9.951176258
-0.118277312	0.132405312	9.891075232
-0.467529596	0.100769108	9.998560146
-0.218594676	0.185446943	9.921402043
-0.013694995	-0.046168237	9.8711291
-0.018560948	-0.11666177	9.879556822
-0.454610765	-0.257706636	10.01888607
-0.152487727	-0.294594321	9.93566962
-0.240035902	-0.320773435	9.961380851
-0.044487898	-0.197171933	9.896206977
-0.358313095	-0.32309596	9.998659106
-0.01665772	0.012834406	9.869962604
-0.543555992	-0.082303881	10.0335915
-0.510486354	0.065941914	10.01672674
-0.066944123	0.109012944	9.881338619
-0.097850357	-0.27477992	9.92066464
-0.273616433	0.218535736	9.943742332
-0.502662251	-0.230621178	10.03417606
-0.542617742	-0.148783655	10.03970221
-0.551995109	-0.025744505	10.03595351
-0.281474166	-0.353850468	9.98357222
-0.403814835	0.189753054	9.983368539
-0.46402327	0.157654126	10.00385652
-0.183627824	-0.338613638	9.955225927
-0.554440099	0.03269241	10.03799001
-0.016313228	0.082748558	9.875782463
-0.045572255	-0.25277052	9.909844606
-0.445054551	-0.314741612	10.03013567
-0.360079195	0.225269936	9.973214656
-0.1261473	0.193271875	9.904263194
0.007494887	-0.166917071	9.887820518
-0.515159627	0.12254031	10.0240311
0.030652392	-0.082066512	9.875259337
